Facility_INSPIRE_ID;reportingYear;nameOfFeature;mainActivityCode;mainActivityName;city;wasteClassificationCode;wasteClassificationName;wasteTreatmentCode;wasteTreatmentName;totalWasteQuantityTNE;methodCode;methodName;nameOfReceiver;ReceivingSite_city;ReceivingSite_postalCode;ReceivingSite_countryName;facilityId
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001921.ProductionFacility;2020;Helon Kuumasinkitys Oy, Kuumasinkitys Rauma;2(c)(iii);Installations for the processing of ferrous metals, Application of protective fused metal coats;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;21.0;M;Measured: analytical method used;;;;;0000001921
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001921.ProductionFacility;2022;Helon Kuumasinkitys Oy, Kuumasinkitys Rauma;2(c)(iii);Installations for the processing of ferrous metals, Application of protective fused metal coats;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;22.5;M;Measured: analytical method used;;;;;0000001921
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2018;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;22.2;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2018;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;16.9;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2019;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;10.6;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2019;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;28.5;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2017;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.2;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2017;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;13.6;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2017;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;D;Destined for disposal;42.4;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2017;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;R;Destined for recovery;8740.0;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2020;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.8;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2020;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;16.7;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2020;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;R;Destined for recovery;3610.0;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2020;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;D;Destined for disposal;72.5;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2021;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.1;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2021;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;47.7;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2021;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;R;Destined for recovery;8900.0;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2021;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;D;Destined for disposal;29.3;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2022;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;21.0;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2022;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;13.1;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;2022;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Rautjärvi;NONHW;Non-hazardous waste;R;Destined for recovery;34400.0;M;Measured: analytical method used;;;;;0000001926
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2018;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;536.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2018;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;11100.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2018;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;22.2;M;Measured: analytical method used;Remondis Qr Gmbh;Dorsten;46282;Germany;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2018;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;86.6;M;Measured: analytical method used;Fortum Waste Solutions AB;Kumla;69285;Sweden;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2018;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;NONHW;Non-hazardous waste;R;Destined for recovery;9230.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2019;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;514.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2019;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;15700.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2019;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;NONHW;Non-hazardous waste;R;Destined for recovery;67200.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2019;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;NONHW;Non-hazardous waste;D;Destined for disposal;1960.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2017;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;11700.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2017;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;NONHW;Non-hazardous waste;R;Destined for recovery;68200.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2020;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1160.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2020;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;14100.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2020;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;81.2;M;Measured: analytical method used;Fortum Waste Solutions AB;Kumla;69285;Sweden;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2020;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;NONHW;Non-hazardous waste;R;Destined for recovery;64300.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2021;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1250.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2021;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;17600.0;M;Measured: analytical method used;;;;;0000001931
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;2021;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;Riihimäki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;25.9;M;Measured: analytical method used;Remondis Qr Gmbh;Dorsten;46282;Germany;0000001931
